id,gender,mastercategory,subcategory,articletype,basecolour,season,year,usage,productdisplayname
20434,women,accessories,wallets,wallets,Grey,winter,2015.0,casual,Baggit Women Bunny Cruise Grey Wallet
41403,women,apparel,topwear,tshirts,Red,summer,2012.0,casual,Wrangler Women Red T-shirt
52828,women,accessories,jewellery,earrings,Black,fall,2012.0,casual,Adrika Black Earrings
39519,unisex,accessories,bags,laptop bag,Brown,summer,2012.0,casual,Peter England Unisex Brown Laptop Bag
25146,women,accessories,bags,handbags,Brown,winter,2015.0,casual,Lino Perros Women Leatherette Brown Handbag
11373,women,apparel,topwear,tops,Pink,fall,2011.0,casual,United Colors Of Benetton Women Light Winter Pink Tops
57566,women,personal care,lips,lipstick,Maroon,spring,2017.0,casual,Lotus Herbals Pure Colors Moisturising Maroon Delight Lipstick 613
24094,men,apparel,topwear,tshirts,Red,fall,2011.0,casual,Manchester United Men Red Striped T-shirt
33023,women,apparel,topwear,kurtas,Maroon,summer,2012.0,ethnic,Mother Earth Women Maroon Kurta
43354,men,footwear,shoes,sports shoes,Grey,summer,2012.0,sports,Reebok Men Grey Fuel Techno Sports Shoes
13424,women,apparel,topwear,tshirts,Black,summer,2011.0,casual,United Colors of Benetton Women Black Polo T-shirts
55231,women,personal care,makeup,foundation and primer,Skin,spring,2017.0,casual,Lakme Perfect Radiance Intense Whitening Ivory Fair Foundation 01
8549,men,apparel,topwear,tshirts,Orange,fall,2011.0,casual,Basics Men Orange Polo T-shirt
31774,women,apparel,topwear,kurtas,Maroon,summer,2012.0,ethnic,Global Desi Women Printed Maroon Kurta
28659,men,footwear,shoes,sports shoes,Grey,summer,2012.0,sports,Nike Men Air Max Grey Sports Shoes
50743,men,footwear,shoes,casual shoes,Brown,winter,2018.0,casual,Red Chief Men Brown Shoes
17084,women,accessories,wallets,wallets,Purple,winter,2015.0,casual,Lino Perros Women Button Flap Purple Wallet
34206,men,apparel,topwear,tshirts,Beige,summer,2012.0,casual,Proline Men Beige T-shirt
7501,women,apparel,topwear,tshirts,Purple,summer,2011.0,sports,Nike Women's Smash Purple T-shirt
46626,women,personal care,fragrance,perfume and body mist,Silver,spring,2017.0,casual,Rasasi Women Emotion Perfume
16156,men,footwear,shoes,formal shoes,Black,fall,2011.0,formal,Enroute Men Leather Black Formal Shoes
51691,men,accessories,eyewear,sunglasses,Brown,winter,2016.0,casual,Louis Philippe Men Oversized Sunglasses LP226-C2
22363,men,apparel,topwear,jackets,Navy Blue,fall,2011.0,casual,ADIDAS Men Ess 3S Rain Jkt Navy Blue Jacket
54125,women,footwear,shoes,heels,Brown,winter,2012.0,casual,Rocia Women Brown Heels
43192,women,accessories,watches,watches,Pink,winter,2016.0,casual,Fastrack Women Pink Dial Watch
3367,women,footwear,shoes,sports shoes,White,spring,2011.0,sports,Asics Women Gel Strike 2 Running Pink White Shoe
22999,men,apparel,loungewear and nightwear,lounge pants,Black,summer,2016.0,sports,2go Active Gear USA Men Black Roger Lounge Pants
42040,men,footwear,shoes,sports shoes,White,spring,2013.0,sports,Nike Men White Air Quick Handle Sports Shoes
12730,men,apparel,topwear,sweatshirts,Blue,fall,2011.0,casual,Timberland Men Solid Blue Sweatshirts
47532,women,footwear,shoes,flats,Black,winter,2012.0,ethnic,Portia Women Black & Gold-Toned Sandals
6615,men,apparel,topwear,tshirts,Yellow,summer,2011.0,casual,Spykar Men's Yellow Sea Green Stripe T-shirt
54919,men,apparel,bottomwear,shorts,Olive,summer,2012.0,casual,Do u speak green Men Olive 3/4th Pant
23077,men,apparel,topwear,shirts,White,fall,2011.0,casual,Arrow Sport Men White Striped Shirt
17242,men,apparel,topwear,tshirts,Navy Blue,fall,2011.0,casual,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt
50585,men,apparel,innerwear,briefs,White,summer,2016.0,casual,Chromozome Men White Pack of 2 Briefs
51457,women,apparel,dress,dresses,Black,summer,2012.0,casual,Tonga Women Black Dress
16390,men,apparel,bottomwear,trousers,Olive,spring,2013.0,formal,Peter England Men Solid Olive Trouser
45265,men,accessories,watches,watches,Black,winter,2016.0,casual,CASIO G-Shock Men Black Digital Watch G-7900-1DR G260
4142,men,footwear,shoes,casual shoes,Black,summer,2011.0,casual,Fila Men's Breath Black Red Shoe
11989,men,apparel,topwear,tshirts,Blue,fall,2011.0,casual,Classic Polo Men Solid Blue Tshirts
36797,men,accessories,watches,watches,White,winter,2016.0,casual,Maxima Men White Dial Ssteele Watch
21720,women,footwear,shoes,heels,Black,winter,2015.0,casual,Catwalk Women Casual Black Heels
15515,men,footwear,shoes,casual shoes,Grey,fall,2011.0,casual,Rockport Men Utara L2T Grey Casual Shoes
5090,men,apparel,topwear,tshirts,Grey,summer,2011.0,casual,Wrangler Men's Worn Across Grey Melange T-shirt
25380,men,apparel,innerwear,innerwear vests,Grey,summer,2016.0,casual,Levis Men Black & Grey Innerwear Vest
56672,men,accessories,watches,watches,White,winter,2016.0,casual,Maxima Men White Dial Chronograph Watch
32337,women,accessories,watches,watches,Steel,winter,2016.0,casual,Q&Q Women Steel Dial Watch
10067,men,apparel,topwear,tshirts,Yellow,fall,2011.0,casual,Puma Men punk logo tee Yellow Tshirts
24252,men,footwear,shoes,casual shoes,White,fall,2012.0,casual,Numero Uno Men White Casual Shoes
15727,women,footwear,shoes,sports shoes,White,fall,2011.0,sports,Nike Women Downshifter 4 MSL White Sports Shoes
32939,women,footwear,shoes,casual shoes,Black,summer,2012.0,casual,ADIDAS Neo Women Renewal Black Shoes
4370,men,apparel,topwear,tshirts,Grey,summer,2011.0,casual,Free Authority Men's Army Washed Grey T-shirt
37477,men,accessories,watches,watches,Grey,winter,2016.0,casual,Espirit Men Grey Dial Chronograph Watch
44185,women,personal care,fragrance,perfume and body mist,White,spring,2017.0,casual,Nike Fragrances Women Beyond Elements Perfume 150 ml
53132,women,footwear,shoes,heels,Grey,winter,2015.0,casual,Catwalk Women Grey Flats
11387,men,apparel,topwear,shirts,Blue,fall,2011.0,casual,United Colors of Benetton Men Light Winter Blue Shirts
56440,women,personal care,nails,nail polish,Maroon,spring,2017.0,casual,Streetwear Shine Divine Maroon Divine Nail Polish 03
57592,women,personal care,lips,lipstick,Brown,spring,2017.0,casual,Lotus Herbals Moistpetals Lilac Delight Lipstick 147
10255,men,apparel,topwear,shirts,Blue,fall,2011.0,casual,Locomotive Men Stripes Blue Shirts
40525,men,accessories,watches,watches,Black,winter,2016.0,casual,Titan Men Black Dial Watch
48748,women,accessories,jewellery,bangle,Silver,summer,2013.0,casual,Lucera Women Silver Bangle
18038,women,accessories,bags,handbags,Pink,winter,2015.0,casual,Lino Perros Women Printed Pink Handbag
12502,men,apparel,topwear,tshirts,Red,fall,2011.0,casual,United Colors of Benetton Men Short Red Tshirts
26737,men,personal care,fragrance,deodorant,Brown,spring,2017.0,casual,Reebok Men Reesport Deo
42272,unisex,footwear,shoes,casual shoes,Black,summer,2012.0,casual,Vans Unisex Black Authentic Shoes
23245,men,footwear,shoes,formal shoes,Coffee Brown,fall,2011.0,formal,Arrow Men Formal Coffee Brown Shoes
6427,unisex,footwear,shoes,casual shoes,Purple,summer,2011.0,casual,Lotto Unisex Canvas Purple Shoe
18804,men,accessories,belts,belts,Green,summer,2011.0,casual,Peter England Men Casual Green Belt
35320,women,accessories,jewellery,earrings,Silver,winter,2016.0,ethnic,Fabindia Women Anusuya Silver Earrings
51665,men,accessories,eyewear,sunglasses,Brown,winter,2016.0,casual,Louis Philippe Men Brown Sunglasses
3969,women,apparel,topwear,tops,Black,summer,2011.0,casual,Jealous 21 Women Black V Neck With Sequins Top
14291,men,apparel,topwear,tshirts,Blue,fall,2011.0,casual,Classic Polo Men Stripes Blue Tshirts
53556,men,apparel,innerwear,boxers,Multi,summer,2016.0,casual,Probase Multicoloured Printed Boxers
21176,men,footwear,shoes,sports shoes,White,fall,2011.0,sports,ADIDAS Men Theodore White Sports Shoe
52484,women,apparel,innerwear,camisoles,White,summer,2017.0,casual,Red Rose White Camisole
15343,women,apparel,topwear,tshirts,Blue,fall,2011.0,sports,Nike Women Printed Blue Tshirts
4714,unisex,accessories,watches,watches,Black,winter,2016.0,sports,ADIDAS Unisex New York Griffiti Digital Black White Watch
56818,men,apparel,topwear,shirts,Grey,summer,2012.0,casual,John Players Men Grey Shirt
10631,men,footwear,shoes,casual shoes,Black,spring,2013.0,casual,Carlton London Men CL semi-cas Black Casual Shoes
24404,women,apparel,topwear,kurtas,Purple,summer,2012.0,ethnic,Vishudh Women Purple Printed Kurta
58982,women,personal care,fragrance,deodorant,Red,spring,2017.0,casual,Colour me Women Red Deo
40141,boys,apparel,topwear,tshirts,Blue,summer,2012.0,casual,Gini and Jony Boys Core Blue T-shirt
20898,women,footwear,shoes,heels,Brown,winter,2015.0,casual,Catwalk Women Brown  Casual Flats
39189,women,footwear,shoes,heels,Red,winter,2015.0,casual,Catwalk Women Red Sandals
32561,women,apparel,bottomwear,jeans,Peach,summer,2012.0,casual,ONLY Women Peach Jeans
56024,women,personal care,lips,lipstick,Brown,spring,2017.0,casual,Colorbar Soft Touch Spirit Lipstick 028
12166,women,apparel,topwear,dupatta,Red,fall,2011.0,ethnic,Aurelia Women Voile Red Dupatta
3531,men,apparel,topwear,tshirts,Navy Blue,summer,2011.0,casual,Myntra Men's Creative Designs Navy Blue T-shirt
42616,women,accessories,jewellery,jewellery set,Gold,winter,2016.0,casual,Estelle Women Gold Jewellery Set
27281,women,apparel,topwear,kurtas,Brown,fall,2011.0,ethnic,Mother Earth Women Light Brown Kurta
7191,women,apparel,bottomwear,jeans,Grey,fall,2011.0,casual,Jealous 21 Women Jealous Grey Jegging
23621,girls,apparel,dress,dresses,Navy Blue,fall,2011.0,casual,Doodle Kids Girls Navy Blue Floral Print Dress
17414,men,footwear,shoes,sports shoes,White,fall,2011.0,sports,Lotto Men Millennia White Sports Shoe
47364,women,accessories,bags,clutches,Red,summer,2012.0,casual,Baggit Women Red Purse
6043,men,apparel,topwear,tshirts,Red,summer,2011.0,casual,UCB Men's Polo Neck With Lion Logo Red T-shirt
13888,men,apparel,bottomwear,trousers,Navy Blue,fall,2011.0,casual,Scullers Men Solid Navy Blue Trousers
3703,women,apparel,topwear,tshirts,Purple,summer,2011.0,casual,Tantra Women Ornament Lavender Long T-shirt
29915,men,accessories,watches,watches,Black,winter,2016.0,casual,Police Men Black Dial Chronograph Watch PL12676JISU02
42424,women,apparel,topwear,kurtas,Blue,summer,2012.0,ethnic,Aurelia Women Blue Kurta
12354,men,apparel,topwear,shirts,White,fall,2011.0,formal,Reid & Taylor Men Solid White Shirts
55493,women,personal care,lips,lip gloss,Maroon,spring,2017.0,casual,Revlon ColorBurst Bordeaux Lip Gloss 16
54541,men,footwear,shoes,sports shoes,Black,fall,2012.0,sports,F Sports Men Black Hurricane Sports Shoes
13286,men,apparel,topwear,shirts,Black,fall,2011.0,casual,Gini and Jony Kids Boys Check Black Shirts
9239,men,apparel,topwear,shirts,Green,fall,2011.0,formal,Mark Taylor Men Green Striped Shirt
51033,women,apparel,loungewear and nightwear,nightdress,Brown,summer,2017.0,casual,Enamor Women Brown Nightdress
29129,women,accessories,eyewear,sunglasses,Green,winter,2016.0,casual,Vogue Women Green Sunglasses
46084,women,footwear,shoes,sports shoes,White,summer,2012.0,sports,ADIDAS Women White Aerostar Sports Shoes
47156,men,accessories,wallets,wallets,Black,summer,2012.0,casual,Peter England Men Black Wallet
6271,men,apparel,topwear,tshirts,Grey,summer,2011.0,casual,UCB Men's Details Grey T-shirt
48922,women,accessories,jewellery,ring,Silver,summer,2013.0,casual,Lucera Women Silver Ring
17626,men,apparel,topwear,jackets,White,fall,2011.0,sports,ADIDAS Men Solid White Jacket
30838,women,apparel,topwear,kurtas,Green,summer,2012.0,ethnic,Fabindia Women Green Kurta
53764,men,apparel,topwear,tshirts,Blue,summer,2012.0,casual,Puma Men Blue Striped T-shirt
1868,men,apparel,topwear,tshirts,White,summer,2011.0,casual,Inkfruit Mens Facebook Like T-shirt
37221,boys,apparel,topwear,shirts,Olive,summer,2012.0,casual,United Colors of Benetton Boys Check Olive Shirt
45601,men,footwear,shoes,formal shoes,Black,summer,2012.0,formal,Arrow Men Black Formal Shoes
4526,men,footwear,shoes,sports shoes,Black,summer,2011.0,sports,Puma Men's Tergament Black Beige Silver Shoe
21344,men,accessories,eyewear,sunglasses,Black,winter,2016.0,casual,Pal Zileri Men Casual Black Frame Sunglasses
15171,men,apparel,topwear,tshirts,Blue,fall,2012.0,casual,Arrow Sport Men Blue Polo Tshirts
40373,women,apparel,topwear,tops,White,summer,2012.0,casual,Tokyo Talkies Women White Top
10403,women,apparel,topwear,tops,Purple,fall,2011.0,casual,Jealous 21 Women Uri Purple Tops
56216,women,accessories,jewellery,earrings,Gold,winter,2016.0,casual,Estelle Women Gold Earrings
10863,men,apparel,topwear,tshirts,Blue,fall,2011.0,casual,Wrangler Men True Riders Blue T-Shirts
53338,men,apparel,innerwear,boxers,White,summer,2016.0,casual,Smugglerz Men White Check Boxers
4946,men,apparel,topwear,tshirts,White,summer,2011.0,casual,Gini and Jony Boy's Kaniel White Yellow Infant Kidswear
5894,unisex,accessories,bags,handbags,Black,summer,2011.0,casual,Puma Unisex Motion Black Handbag
57798,women,personal care,skin care,face wash and cleanser,White,spring,2017.0,unknown,Lotus Herbals Orange Peel & Alpine Salt Skin Polisher
38635,men,apparel,topwear,tshirts,Blue,summer,2012.0,casual,Nike Men Blue Cricket Chennai T-shirt
23873,men,apparel,topwear,tshirts,Blue,fall,2011.0,casual,ADIDAS Men Blue T-shirt
9665,men,apparel,topwear,shirts,Purple,fall,2011.0,casual,Indigo Nation Men Bling PC Purple Shirts
18232,men,apparel,topwear,tshirts,Black,fall,2011.0,casual,Manchester United Men Printed Black Tshirt
12708,men,footwear,shoes,sports shoes,White,fall,2011.0,sports,Nike Men Lunareclipse White Sports Shoes
35916,women,accessories,bags,handbags,Purple,fall,2012.0,casual,Peperone Women Purple Handbag
42078,men,accessories,wallets,wallets,Brown,summer,2015.0,casual,American Tourister Men Brown Leather Wallet
49490,men,footwear,shoes,casual shoes,Maroon,summer,2012.0,casual,Vans Men Grey & Maroon Mid Skool 77 Shoes
43996,men,personal care,fragrance,perfume and body mist,Black,spring,2017.0,casual,Police Men Dark Perfume
54921,women,apparel,bottomwear,capris,Olive,summer,2012.0,casual,Do u speak green Women Olive Capris
29575,men,footwear,shoes,casual shoes,Charcoal,summer,2012.0,casual,Vans Men Era Charcoal Shoes
42844,women,accessories,bags,handbags,Black,summer,2012.0,casual,French Connection Women Black Handbag
18000,men,apparel,bottomwear,track pants,Black,fall,2010.0,casual,Puma Men Black Track Pants
43398,women,personal care,fragrance,fragrance gift set,Green,spring,2017.0,casual,ADIDAS Women Fruity Rhythm Perfume & Deo Set
17874,men,apparel,innerwear,innerwear vests,White,summer,2016.0,casual,Levis Men Comfort Style White Innerwear Vest
9457,men,apparel,topwear,shirts,Red,fall,2011.0,formal,John Miller Men Red white Shirts
8585,men,apparel,topwear,shirts,Purple,fall,2011.0,casual,Scullers Men Scul Purple Shirts
28695,women,apparel,topwear,kurtas,Beige,summer,2012.0,ethnic,W Women Printed Beige Kurta
17048,men,footwear,sandal,sandals,Tan,spring,2013.0,casual,Gas Men Santa Monica Slipper
3951,women,apparel,topwear,tops,Navy Blue,summer,2011.0,casual,Jealous 21 Women Navy Top With Pink Flower Top
29747,men,accessories,watches,watches,Black,winter,2016.0,casual,Fossil Men Quartz Black Dial Chronograph Watch FS4648
35318,women,accessories,jewellery,earrings,Silver,winter,2016.0,ethnic,Fabindia Women Anusuya Silver Earrings
59430,women,accessories,bags,handbags,White,summer,2010.0,casual,Spice Art Women White Handbag
32901,women,apparel,bottomwear,trousers,White,summer,2012.0,casual,Allen Solly Woman White Trousers
56478,women,personal care,nails,nail polish,Nude,spring,2017.0,casual,Streetwear Cranberry Nail Polish 07
38407,women,accessories,belts,belts,Brown,summer,2012.0,casual,Baggit Women Seeda Dum Brown Belt
24058,men,apparel,topwear,tshirts,Blue,summer,2012.0,casual,Locomotive Men Blue T-shirt
44981,men,accessories,watches,watches,Grey,winter,2016.0,casual,Maxima Attivo Men Grey Dial Watch
3509,men,footwear,sandal,sandals,Blue,fall,2011.0,casual,ADIDAS Men New Navy Clear White Sandal
18464,men,personal care,fragrance,perfume and body mist,White,spring,2017.0,casual,David Beckham Intimately Men Perfumes
9033,men,footwear,shoes,casual shoes,Red,winter,2012.0,casual,Buckaroo Men Diana Red Shoes
23619,unisex,footwear,shoes,casual shoes,Green,spring,2012.0,casual,Converse Unisex Green Tongue Triple Color Casual Shoes
58186,women,accessories,bags,handbags,Purple,summer,2012.0,casual,Rocky S Women Purple Handbag
40945,girls,apparel,topwear,tops,Navy Blue,summer,2012.0,casual,Gini and Jony Girls Nautical Blues Navy Blue Top
56820,men,apparel,topwear,shirts,Multi,summer,2012.0,casual,John Players Men Multi Coloured Shirt
59054,women,footwear,shoes,heels,Silver,winter,2012.0,casual,Carlton London Women Silver Heels
40179,men,accessories,eyewear,sunglasses,Yellow,winter,2016.0,casual,Fastrack Men UV Protected Sporty Wrap Sunglasses
10609,women,accessories,watches,watches,White,winter,2016.0,casual,Puma Women White Dial Chronograph Watch
21972,women,accessories,bags,handbags,Peach,winter,2015.0,casual,Murcia Women Casual Peach Handbag
32559,women,apparel,bottomwear,jeans,Black,summer,2012.0,casual,ONLY Women Black Jeans
59266,women,accessories,watches,watches,Black,winter,2016.0,casual,Titan Women Black Watch
45639,men,apparel,innerwear,briefs,White,summer,2016.0,casual,Park Avenue Men White Y Front Brief
41299,girls,apparel,topwear,tops,Pink,summer,2012.0,casual,Gini and Jony Girls Pink Top
15975,men,apparel,topwear,shirts,Black,fall,2011.0,casual,Turtle Solid Men Black Shirt
19784,men,apparel,topwear,tshirts,Green,winter,2016.0,casual,U.S. Polo Assn. Men Solid Green Tshirt
26159,men,apparel,bottomwear,trousers,Navy Blue,summer,2012.0,formal,John Miller Men Striped Navy Blue Trousers
48126,women,accessories,belts,belts,Brown,summer,2012.0,casual,Fossil Women Brown Skinny Mini Belt
9201,men,footwear,shoes,sports shoes,White,summer,2012.0,sports,Puma Men Faas 300 White Shoes
54579,women,apparel,topwear,kurtas,Green,summer,2012.0,ethnic,Sushilas Women Printed Green Kurta
18656,men,footwear,shoes,sports shoes,Black,fall,2011.0,sports,Fila Men Thunder Black Basketball Sports Shoes
26965,women,apparel,topwear,shirts,Blue,summer,2012.0,casual,Jealous 21 Women Check Blue Shirt
29111,men,accessories,socks,socks,White,summer,2012.0,sports,Puma Men Pack of 3 Sports Socks
30800,men,apparel,topwear,shirts,Navy Blue,summer,2012.0,ethnic,Fabindia Men Striped Navy Blue Shirt
6249,women,apparel,topwear,tshirts,Grey,summer,2011.0,casual,Lee Women's Misha Rider Grey T-shirt
8115,men,accessories,watches,watches,Black,winter,2016.0,casual,Fastrack Men Hip Hop Analog Steel Black Watch
31328,men,footwear,shoes,formal shoes,Brown,summer,2012.0,casual,Franco Leone Men Brown Formal Shoes
49232,men,accessories,socks,socks,Black,summer,2016.0,casual,Calzini Men Pack of 5 Sports Socks
19542,men,accessories,gloves,gloves,Blue,fall,2011.0,casual,United Colors of Benetton Men Solid Blue Gloves
7961,men,apparel,topwear,tshirts,Blue,fall,2011.0,sports,Puma Men's Graphic Mood Indigo Navy T-shirt
13078,men,footwear,shoes,casual shoes,White,winter,2012.0,casual,Numero Uno Men White Casual Shoes
18490,women,footwear,shoes,casual shoes,Black,fall,2011.0,casual,Puma Women Vogue Black Shoes
8929,men,accessories,belts,belts,Black,summer,2012.0,casual,Puma Men Ferrari Replica Black Belt
12996,boys,footwear,shoes,casual shoes,Brown,fall,2011.0,casual,Timberland Kids Boys Brown Casual Shoes
35788,women,footwear,shoes,heels,Black,summer,2012.0,casual,Enroute Women Black Heels
13844,men,footwear,shoes,sports shoes,Black,fall,2011.0,sports,Reebok Men Walk Max PU Black Sports Shoes
28205,men,accessories,eyewear,sunglasses,Gold,winter,2016.0,casual,Ray-Ban Men Active Lifestyle Gold Sunglasses
58172,women,accessories,bags,handbags,Grey,fall,2012.0,casual,Rocky S Women Stone Grey Handbag
20068,men,accessories,mufflers,mufflers,Green,summer,2011.0,casual,United Colors of Benetton Men Solid Green Muffler
57906,women,accessories,socks,socks,White,summer,2017.0,casual,Fruit of the Loom Women White Pack of Three Socks
41863,men,footwear,sandal,sandals,Black,summer,2016.0,casual,Estd. 1977 Men Black Sandals
52448,women,apparel,loungewear and nightwear,nightdress,Red,summer,2017.0,casual,Red Rose Red Nightdress
39979,men,footwear,shoes,casual shoes,Beige,summer,2013.0,casual,Gas Men Flint Grey Shoes
20854,women,accessories,bags,handbags,Maroon,winter,2015.0,casual,Spice Art Women Casual Cherry Maroon Handbag
36931,women,personal care,fragrance,perfume and body mist,Peach,spring,2017.0,casual,Valentino Perfumes Women Rock n Rose Pret a Porter
21986,women,accessories,bags,handbags,Purple,winter,2015.0,casual,Murcia Women Purple Casual Handbag
39145,women,apparel,apparel set,kurta sets,Multi,summer,2012.0,ethnic,Aneri Women Multi Coloured Salwar Suit
5438,girls,apparel,topwear,tshirts,Blue,summer,2011.0,casual,Ant Kids Girl's Humming Birds Blue Kidswear
58340,women,footwear,flip flops,flip flops,Pink,summer,2012.0,casual,Lotto Women Pink Flip Flops
21388,women,footwear,shoes,heels,Bronze,winter,2015.0,casual,Catwalk Women Casual Bronze Heels
59292,men,accessories,watches,watches,Grey,winter,2016.0,casual,Titan Men Grey Watch
57308,women,footwear,shoes,heels,Black,winter,2012.0,casual,Rocia Women Black Flats
14853,women,accessories,wallets,wallets,Maroon,summer,2011.0,casual,United Colors of Benetton Women Solid Maroon Wallets
15981,men,apparel,topwear,shirts,Black,fall,2011.0,casual,Turtle Check Men Black Shirt
39377,women,accessories,watches,watches,Black,winter,2016.0,casual,Helix Women Black Dial Watch
12398,men,accessories,socks,socks,Grey,summer,2016.0,formal,Reid & Taylor Men Solid Grey Socks
19770,men,footwear,sandal,sandals,Black,spring,2012.0,casual,ADIDAS Men Feather Black Sandals
46874,men,accessories,socks,socks,White,summer,2012.0,casual,Lino Perros Men Pack of 2 Socks
8327,boys,apparel,topwear,tshirts,Green,fall,2011.0,casual,Doodle Boy's Stripper Green Teen Kidswear
50911,women,apparel,saree,sarees,Green,summer,2012.0,ethnic,Prafful Beige & Black Crepe Sari
46048,women,accessories,jewellery,earrings,Gold,winter,2016.0,casual,Estelle Gold Earrings
26991,women,apparel,bottomwear,jeans,Grey,summer,2012.0,casual,Jealous 21 Women Washed Grey Jeans
16738,men,footwear,flip flops,flip flops,Green,fall,2011.0,casual,Lotto Men DI Mare Green Slipper
31926,women,accessories,bags,clutches,Blue,summer,2012.0,casual,Fabindia Women Blue Silk Purse
28037,men,apparel,innerwear,briefs,Navy Blue,summer,2016.0,casual,Jockey ELANCE Men Navy Blue Y Front Briefs 1006
34468,unisex,accessories,bags,backpacks,Navy Blue,summer,2012.0,casual,ADIDAS Unisex Navy Blue Backpack
11945,men,footwear,sandal,sandals,Red,summer,2012.0,casual,Ganuchi Men Casual Red Sandals
37689,unisex,accessories,bags,backpacks,Black,summer,2012.0,casual,American Tourister Unisex Black Backpack
58724,men,apparel,topwear,tshirts,Blue,summer,2012.0,casual,Puma Men Blue & White T-shirt
41609,men,apparel,topwear,shirts,Red,summer,2012.0,casual,Basics Men Red & Black Checked Slim Fit Shirt
39713,unisex,accessories,watches,watches,Black,winter,2016.0,casual,ADIDAS Original Unisex Black Dial Chronograph Watch ADH2664
11179,men,accessories,watches,watches,Brown,winter,2016.0,casual,Carrera Men Leather strap dial and golden frame Brown Watches
5860,women,apparel,topwear,tshirts,Pink,summer,2011.0,casual,ADIDAS Women Beat Pink T-shirt
33229,unisex,accessories,bags,laptop bag,Black,summer,2012.0,casual,New Hide Unisex Black Leather Laptop Bag
23887,men,footwear,shoes,sports shoes,Black,summer,2012.0,sports,Fila Men Clutch Black Sports Shoes
9691,men,apparel,topwear,tshirts,Blue,fall,2011.0,casual,Classic Polo Men Ikon Blue Polo Tshirts
2279,men,apparel,topwear,tshirts,Red,fall,2010.0,sports,Nike Mens Nike Sphere Red T-shirt
34830,men,footwear,shoes,sports shoes,White,summer,2012.0,sports,ADIDAS Men Bolt White Sports Shoes
19314,unisex,accessories,bags,backpacks,Red,fall,2011.0,casual,Nike Unisex Graphic North Classic Red Backpack
8743,men,apparel,topwear,shirts,Green,fall,2011.0,casual,Indigo Nation Men Checks  Green Shirt
28453,women,apparel,bottomwear,leggings,Maroon,summer,2012.0,casual,Urban Yoga Women Maroon Leggings
43962,men,personal care,fragrance,perfume and body mist,Brown,spring,2017.0,casual,aramis Men Classic EDT 110 ml
50549,men,apparel,innerwear,briefs,Charcoal,summer,2016.0,casual,Chromozome Men Pack of Two Briefs
55807,women,apparel,loungewear and nightwear,night suits,Grey Melange,summer,2017.0,casual,SDL by Sweet Dreams Women Grey & Green Night Suit S11-3144
22169,men,footwear,shoes,casual shoes,Black,fall,2012.0,casual,Timberland Men Black Casual Shoes
29581,men,apparel,topwear,tshirts,Yellow,summer,2012.0,casual,Puma Men Vintage Yellow T-shirt
27629,men,apparel,bottomwear,shorts,Brown,summer,2012.0,casual,Scullers Men Check Brown Shorts
48784,women,accessories,jewellery,pendant,Silver,summer,2013.0,casual,Lucera Women Silver Pendant
17880,men,apparel,innerwear,innerwear vests,Grey,summer,2016.0,casual,Levis Men Comfort Style Grey Innerwear Vest
3199,men,apparel,topwear,tshirts,Grey,summer,2011.0,casual,Tantra Men's Vegetarian Grey T-shirt
16952,men,accessories,eyewear,sunglasses,Black,winter,2016.0,casual,Image Men Classic Eyewear Black Sunglasses
19126,men,footwear,flip flops,flip flops,Brown,fall,2011.0,casual,Lotto Men Straight Brown Slippers
55209,women,personal care,lips,lipstick,Red,spring,2017.0,casual,Lakme Lip Love Strawberries & Cream Lipstick B115B
23289,women,accessories,watches,watches,Black,winter,2016.0,casual,Maxima Ssteele Women Black Watch
28661,men,footwear,shoes,sports shoes,Black,summer,2012.0,casual,Nike Men Air Max Full Court 2 Black Shoes
2877,women,footwear,shoes,heels,Brown,winter,2015.0,casual,Catwalk Women Rose Mary Flats
7539,men,apparel,topwear,tshirts,White,summer,2011.0,sports,Nike Men's White Polo T-shirt
25942,women,accessories,scarves,scarves,Yellow,summer,2012.0,casual,Femella Women Yellow & Green Scarf
58516,women,apparel,topwear,tops,Grey,summer,2012.0,casual,Tonga Women Grey Top
14639,men,apparel,topwear,shirts,White,fall,2011.0,casual,Probase Men Classic Check White Shirts
33827,men,footwear,shoes,sports shoes,White,summer,2012.0,sports,Puma Men Axis White Sports Shoes
44149,men,personal care,fragrance,deodorant,Blue,spring,2017.0,casual,Nike Fragrances Men Pure Deo
39521,unisex,accessories,bags,messenger bag,Green,summer,2012.0,casual,Peter England Unisex Green Messanger Bag
52810,men,accessories,wallets,wallets,Black,summer,2012.0,casual,JAG Men Black Leather Wallet
10299,women,footwear,shoes,heels,Black,fall,2013.0,casual,Clarks Women Black Leather Wedges
44975,men,free items,free gifts,free gifts,Silver,winter,2016.0,casual,Maxima Men Silver Dial Watch
26166,men,apparel,bottomwear,trousers,Black,summer,2012.0,formal,John Miller Men Striped Black Trousers
55494,women,personal care,lips,lip gloss,Pink,spring,2017.0,casual,Revlon ColorBurst Rose Pearl Lip Gloss 14
42423,women,apparel,topwear,kurtas,Cream,summer,2012.0,ethnic,Aurelia Women Cream Kurta
29912,women,accessories,watches,watches,Silver,winter,2016.0,casual,Police Women Silver-Toned Dial Watch PL12207MS-04M
51808,women,apparel,loungewear and nightwear,nightdress,Red,summer,2016.0,casual,Bwitch Red Nightdress
